Auction Date,Property Address,Final Judgment,Assessed Value,Plaintiff Max Bid,Case #,Parcel ID,Case Link,Parcel Link
06/18/2026 10:00 AM ET,"1911 W QUAKER LN CITRUS SPRINGS, FL- 34434","$346,072.05","$213,565.00","$346,072.05",2024 CA 000153 A,1326389,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024%20CA%20000153%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1326389
06/18/2026 10:00 AM ET,"5948 W OAK PARK BLVD HOMOSASSA, FL- 34446","$442,061.22","$21,900.00","$442,061.22",2024 CA 000368 A,2154977,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024%20CA%20000368%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/2154977
06/18/2026 10:00 AM ET,"1681 N DOLTON PT CRYSTAL RIVER, FL- 34429","$247,916.64","$72,750.00","$247,916.64",2024 CA 000431 A,2497386,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024%20CA%20000431%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/2497386
06/18/2026 10:00 AM ET,"8467 W DOE LN HOMOSASSA, FL- 34448","$15,221.34","$118,939.00","$15,221.34",2025 CA 000255 A,2596953,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000255%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/2596953
06/18/2026 10:00 AM ET,"4619 N HIDDEN OAKS WAY CRYSTAL RIVER, FL- 34428","$237,531.97","$273,722.00","$237,531.97",2025 CA 000592 A,2279605,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000592%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/2279605
06/18/2026 10:00 AM ET,"6640 W VAN BUREN DR HOMOSASSA, FL- 34448","$15,097.28","$15,450.00",Hidden,2025 CA 000931 A,1135079,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000931%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1135079
06/25/2026 10:00 AM ET,"6545 W PELICAN LN HOMOSASSA, FL- 34448","$287,386.03","$76,528.00","$287,386.03",2024 CA 000788 A,3258821,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024%20CA%20000788%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/3258821
06/25/2026 10:00 AM ET,"3326 W MARIE DR CITRUS SPRINGS, FL- 34433","$206,153.95","$167,785.00","$206,153.95",2025 CA 000254 A,1264316,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000254%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1264316
06/25/2026 10:00 AM ET,"11260 W BAYSHORE DR CRYSTAL RIVER, FL- 34429","$21,465.05","$50,000.00","$21,465.05",2025 CC 001030 A,1095409,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CC%20001030%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1095409
07/02/2026 10:00 AM ET,"3695 W BOULTON ST CITRUS SPRINGS, FL- 34433","$242,155.77","$228,877.00","$242,155.77",2025 CA 000613 A,1315841,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000613%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1315841
07/02/2026 10:00 AM ET,"76 NE DR MARTIN LUTHER KING JR CRYSTAL RIVER, FL- 34429","$93,658.57","$82,803.00","$93,658.57",2025 CA 000651 A,1079535,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000651%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1079535
07/02/2026 10:00 AM ET,"961 N HOLLYWOOD CIR CRYSTAL RIVER, FL- 34429","$440,228.40","$386,180.00","$440,228.40",2025 CA 000800 A,1106885,https://citrus.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025%20CA%20000800%20A&bypassPage=1,https://pcpao.gov/Parcel-Details/1106885
